	case	comparison	SNF: FDA & CGC
205087	MO_1410	ACH-000766	0.9979911255047625
205038	MO_1410	ACH-000665	0.9979911430006309
204759	MO_1410	ACH-000009	0.9979913573861763
204836	MO_1410	ACH-000236	0.9979915961522077
204767	MO_1410	ACH-000040	0.9979918935701747
204842	MO_1410	ACH-000249	0.9979921219405512
204816	MO_1410	ACH-000187	0.9979926940061437
204930	MO_1410	ACH-000443	0.9979928974880634
204801	MO_1410	ACH-000145	0.9979929934199835
204769	MO_1410	ACH-000047	0.9979930616070027
205081	MO_1410	ACH-000748	0.9979934139518466
205012	MO_1410	ACH-000615	0.9979935219108341
205058	MO_1410	ACH-000699	0.9979938701829656
205099	MO_1410	ACH-000788	0.997993872079825
205160	MO_1410	ACH-000906	0.9979940320816638
205017	MO_1410	ACH-000622	0.9979942560533301
204822	MO_1410	ACH-000200	0.9979943399905079
204987	MO_1410	ACH-000565	0.9979944642862644
205172	MO_1410	ACH-000940	0.9979946422408007
205203	MO_1410	ACH-001138	0.997995800798697
204981	MO_1410	ACH-000558	0.9979962397568821
205003	MO_1410	ACH-000596	0.997996338616409
204778	MO_1410	ACH-000092	0.9979966216559558
205061	MO_1410	ACH-000706	0.9979969367723336
204959	MO_1410	ACH-000510	0.997997154827243
205140	MO_1410	ACH-000865	0.9979972727995956
205035	MO_1410	ACH-000657	0.9979973470763123
204923	MO_1410	ACH-000431	0.9979974015407643
205145	MO_1410	ACH-000873	0.9979976921232703
205174	MO_1410	ACH-000947	0.9979979847181849
205152	MO_1410	ACH-000888	0.9979979988082766
204907	MO_1410	ACH-000399	0.9979980078115827
204958	MO_1410	ACH-000508	0.9979981528018939
204800	MO_1410	ACH-000144	0.9979982412794199
205153	MO_1410	ACH-000890	0.9979982767210167
204953	MO_1410	ACH-000491	0.9979985935096878
205170	MO_1410	ACH-000929	0.997998613176578
204780	MO_1410	ACH-000098	0.9979987542231167
205055	MO_1410	ACH-000693	0.9979988259521833
204900	MO_1410	ACH-000384	0.997999305284823
205204	MO_1410	ACH-001151	0.9979996222779861
204887	MO_1410	ACH-000356	0.9979996638039639
204926	MO_1410	ACH-000437	0.9979996725429876
205063	MO_1410	ACH-000713	0.9979999654052444
204933	MO_1410	ACH-000449	0.9980007640373084
204868	MO_1410	ACH-000318	0.998000836166642
204819	MO_1410	ACH-000191	0.9980009621885778
205195	MO_1410	ACH-001024	0.9980012115392964
204893	MO_1410	ACH-000366	0.9980012295474558
204851	MO_1410	ACH-000269	0.9980014161229577
205164	MO_1410	ACH-000916	0.9980014480427575
204865	MO_1410	ACH-000308	0.9980017354351983
205144	MO_1410	ACH-000871	0.9980017924266372
205115	MO_1410	ACH-000823	0.9980021645071592
205157	MO_1410	ACH-000900	0.9980022121002609
204964	MO_1410	ACH-000521	0.9980022263764359
